,Card Name
18425,Izzet Signet
18426,Jeweled Lotus
18427,Lion's Eye Diamond
18428,Lotus Petal
18429,Mana Crypt
18430,Mana Vault
18431,Mox Diamond
18432,Mox Opal
18433,Sol Ring
18434,Talisman of Creativity
18435,Talisman of Progress
18436,Mystic Remora
18437,Rhystic Study
18438,Underworld Breach
18439,Ancient Tomb
18440,Arid Mesa
18441,Bloodstained Mire
18442,City of Brass
18443,Command Tower
18444,Flooded Strand
18445,Gemstone Caverns
18446,Hallowed Fountain
18447,Island
18448,Mana Confluence
18449,Marsh Flats
18450,Misty Rainforest
18451,Mountain
18452,Polluted Delta
18453,Prismatic Vista
18454,Raugrin Triome
18455,Scalding Tarn
18456,Steam Vents
18457,Tundra
18458,Volcanic Island
18459,Windswept Heath
18460,Wooded Foothills
18461,"Rashmi, Eternities Crafter"
18462,"Teferi, Master of Time"
18463,Arbor Elf
18464,"Baral, Chief of Compliance"
18465,Birds of Paradise
18466,Ghostly Pilferer
18467,Gilded Drake
18468,Hullbreacher
18469,Wavebreak Hippocamp
18470,Gitaxian Probe
18471,Merchant Scroll
18472,Ponder
18473,Preordain
18474,Seasons Past
18475,Treasure Cruise
18476,Beast Within
18477,Blue Sun's Zenith
18478,Brainstorm
18479,Chain of Vapor
18480,Counterspell
18481,Cyclonic Rift
18482,Dig Through Time
18483,Dispel
18484,Dramatic Reversal
18485,Fact or Fiction
18486,Fierce Guardianship
18487,Flusterstorm
18488,Force of Negation
18489,Force of Will
18490,Growth Spiral
18491,Impulse
18492,Intuition
18493,Mana Drain
18494,Mana Leak
18495,Mental Misstep
18496,Miscast
18497,Muddle the Mixture
18498,Mystical Tutor
18499,Natural State
18500,Nature's Claim
18501,Nexus of Fate
18502,Noxious Revival
18503,Opt
18504,Pact of Negation
18505,Pull from Tomorrow
18506,Rapid Hybridization
18507,Reality Shift
18508,Reap
18509,Snap
18510,Spell Snare
18511,Swan Song
18512,Thought Scour
18513,Veil of Summer
18514,Arcane Signet
18515,Chrome Mox
18516,Fellwar Stone
18517,Grafdigger's Cage
18518,Isochron Scepter
18519,Jeweled Lotus
18520,Mana Crypt
18521,Mana Vault
18522,Mox Diamond
18523,Sapphire Medallion
18524,Sensei's Divining Top
18525,Sol Ring
18526,Carpet of Flowers
18527,Compost
18528,Mystic Remora
18529,Rhystic Study
18530,Sylvan Library
18531,Wild Growth
18532,Ancient Tomb
18533,Barkchannel Pathway
18534,Breeding Pool
18535,Command Tower
18536,Exotic Orchard
18537,Flooded Grove
18538,Flooded Strand
18539,Forest
18540,Gemstone Caverns
18541,Hinterland Harbor
18542,Island
18543,Mana Confluence
18544,Misty Rainforest
18545,Mystic Sanctuary
18546,Polluted Delta
18547,Prismatic Vista
18548,Rejuvenating Springs
18549,Scalding Tarn
18550,Snow-Covered Forest
18551,Tropical Island
18552,Verdant Catacombs
18553,Waterlogged Grove
18554,"Winota, Joiner of Forces"
18555,Alseid of Life's Bounty
18556,Archon of Emeria
18557,Aven Mindcensor
18558,Blade Historian
18559,Cavalry Pegasus
18560,Combat Celebrant
18561,Dockside Extortionist
18562,Drannith Magistrate
18563,Eidolon of Rhetoric
18564,Ethersworn Canonist
18565,Gingerbrute
18566,Giver of Runes
18567,Glowrider
18568,Goblin Cratermaker
18569,Goblin Rabblemaster
18570,Gold Myr
18571,Grand Abolisher
18572,Hope of Ghirapur
18573,Imperial Recruiter
18574,"Kiki-Jiki, Mirror Breaker"
18575,Legion Warboss
18576,Loyal Apprentice
18577,Magus of the Moon
18578,Moggcatcher
18579,Mother of Runes
18580,Ornithopter
18581,Ornithopter of Paradise
18582,Phyrexian Revoker
18583,Phyrexian Walker
18584,"Ragavan, Nimble Pilferer"
18585,Ranger-Captain of Eos
18586,Recruiter of the Guard
18587,Remorseful Cleric
18588,"Rick, Steadfast Leader"
18589,"Rionya, Fire Dancer"
18590,"Rograkh, Son of Rohgahh"
18591,Sanctum Prelate
18592,Serra Ascendant
18593,Signal Pest
18594,Simian Spirit Guide
18595,Skyclave Apparition
18596,Spirit of the Labyrinth
18597,Thalia's Lancers
18598,"Thalia, Guardian of Thraben"
18599,Village Bell-Ringer
18600,Vryn Wingmare
18601,Zealous Conscripts
18602,Emeria's Call
18603,Gamble
18604,Shatterskull Smashing
18605,Abrade
18606,Deflecting Swat
18607,Enlightened Tutor
18608,Path to Exile
18609,Pyroblast
18610,Red Elemental Blast
18611,Silence
18612,Swords to Plowshares
18613,Chrome Mox
18614,Jeweled Lotus
18615,Lotus Petal
18616,Mana Crypt
18617,Mana Vault
18618,Mox Diamond
18619,Sol Ring
18620,Thorn of Amethyst
18621,Deafening Silence
18622,Rule of Law
18623,Splinter Twin
18624,Ancient Tomb
18625,Arid Mesa
18626,Battlefield Forge
18627,Blinkmoth Nexus
18628,Bloodstained Mire
18629,Cavern of Souls
18630,City of Brass
18631,City of Traitors
18632,Command Tower
18633,Flooded Strand
18634,Gemstone Caverns
18635,Inkmoth Nexus
18636,Mana Confluence
18637,Marsh Flats
18638,Mountain
18639,Needleverge Pathway
18640,Plains
18641,"Yawgmoth, Thran Physician"
18642,Blood Artist
18643,Blood Pet
18644,Butcher Ghoul
18645,Dark Confidant
18646,Dauthi Voidwalker
18647,Deathgreeter
18648,Geralf's Messenger
18649,Hope of Ghirapur
18650,Memnite
18651,Ophiomancer
18652,Opposition Agent
18653,Ornithopter
18654,Pawn of Ulamog
18655,Phyrexian Walker
18656,Shield Sphere
18657,Treacherous Pit-Dweller
18658,"Vilis, Broker of Blood"
18659,Zulaport Cutthroat
18660,Cabal Therapy
18661,Dark Petition
18662,Demonic Tutor
18663,Diabolic Intent
18664,Duress
18665,Feed the Swarm
18666,Grim Tutor
18667,Imperial Seal
18668,Peer into the Abyss
18669,Praetor's Grasp
18670,Profane Tutor
18671,Reanimate
18672,Scheming Symmetry
18673,Thoughtseize
18674,Unmarked Grave
18675,Yawgmoth's Will
18676,Ad Nauseam
18677,Cabal Ritual
18678,Culling the Weak
18679,Dark Ritual
18680,Deadly Rollick
18681,Entomb
18682,Fatal Push
18683,Mausoleum Secrets
18684,Rain of Filth
18685,Songs of the Damned
18686,Vampiric Tutor
18687,Arcane Signet
18688,Bolas's Citadel
18689,Chrome Mox
18690,Defense Grid
18691,Fellwar Stone
18692,Genesis Chamber
18693,Grim Monolith
18694,Jet Medallion
18695,Jeweled Lotus
18696,Lion's Eye Diamond
18697,Lotus Petal
18698,Mana Crypt
18699,Mana Vault
18700,Mind Stone
18701,Mox Diamond
18702,Mox Opal
18703,Sensei's Divining Top
18704,Skullclamp
18705,Sol Ring
18706,Springleaf Drum
18707,Wishclaw Talisman
18708,Animate Dead
18709,Bridge from Below
18710,Necropotence
18711,Nest of Scarabs
18712,Ancient Tomb
18713,Blast Zone
18714,Bloodstained Mire
18715,Cavern of Souls
18716,Emergence Zone
18717,Gemstone Caverns
18718,Homeward Path
18719,Lake of the Dead
18720,Marsh Flats
18721,Peat Bog
18722,Phyrexian Tower
18723,Polluted Delta
18724,Prismatic Vista
18725,Snow-Covered Swamp
18726,"Urborg, Tomb of Yawgmoth"
18727,Verdant Catacombs
18728,Memnite
18729,Ornithopter
18730,Phyrexian Walker
18731,Shield Sphere
18732,"Ruric Thar, the Unbowed"
18733,"Vivien, Monsters' Advocate"
18734,Allosaurus Shepherd
18735,Arbor Elf
18736,Birds of Paradise
18737,"Birgi, God of Storytelling"
18738,Collector Ouphe
18739,Conspicuous Snoop
18740,Destiny Spinner
18741,Dockside Extortionist
18742,Elvish Mystic
18743,Eternal Witness
18744,Fyndhorn Elves
18745,Goblin Anarchomancer
18746,Goblin Matron
18747,Goblin Recruiter
18748,Hyrax Tower Scout
18749,Imperial Recruiter
18750,Joraga Treespeaker
18751,"Kiki-Jiki, Mirror Breaker"
18752,"Kogla, the Titan Ape"
18753,Llanowar Elves
18754,Manglehorn
18755,Mogg Fanatic
18756,Oakhame Adversary
18757,Priest of Titania
18758,"Ragavan, Nimble Pilferer"
18759,Reclamation Sage
18760,"Selvala, Heart of the Wilds"
18761,Shaman of Forgotten Ways
18762,Somberwald Sage
18763,Sylvan Safekeeper
18764,Temur Sabertooth
18765,Torch Courier
18766,"Toski, Bearer of Secrets"
18767,Treasonous Ogre
18768,Vexing Shusher
18769,Wandering Archaic
18770,Zealous Conscripts
18771,Eldritch Evolution
18772,Finale of Devastation
18773,Gamble
18774,Green Sun's Zenith
18775,Jeska's Will
18776,Abrade
18777,Beast Within
18778,Chord of Calling
18779,Crop Rotation
18780,Deflecting Swat
18781,Pyroblast
18782,Red Elemental Blast
18783,Shared Summons
18784,Tibalt's Trickery
18785,Veil of Summer
18786,Worldly Tutor
18787,Chalice of the Void
18788,Chrome Mox
18789,Damping Sphere
18790,Jeweled Lotus
18791,Mana Crypt
18792,Mana Vault
18793,Mox Diamond
18794,Null Rod
18795,Sol Ring
18796,Trinisphere
18797,Void Mirror
18798,Carpet of Flowers
18799,Possibility Storm
18800,Survival of the Fittest
18801,Sylvan Library
18802,Wild Growth
18803,Ancient Tomb
18804,Arid Mesa
18805,Bloodstained Mire
18806,Cavern of Souls
18807,City of Brass
18808,Command Tower
18809,Copperline Gorge
18810,Cragcrown Pathway
18811,Exotic Orchard
18812,Fire-Lit Thicket
18813,Forest
18814,Gaea's Cradle
18815,Gemstone Caverns
18816,Grove of the Burnwillows
18817,Karplusan Forest
18818,Kessig Wolf Run
18819,"Silas Renn, Seeker Adept"
18820,"Tana, the Bloodsower"
18821,Bloom Tender
18822,Chandler
18823,Dockside Extortionist
18824,Eternal Witness
18825,Gilded Drake
18826,Notion Thief
18827,Oakhame Adversary
18828,Phantasmal Image
18829,Simian Spirit Guide
18830,Thassa's Oracle
18831,"Ulamog, the Ceaseless Hunger"
18832,Demonic Tutor
18833,Gamble
18834,Imperial Seal
18835,Praetor's Grasp
18836,Timetwister
18837,Wheel of Fortune
18838,Windfall
18839,Yawgmoth's Will
18840,Abrupt Decay
18841,Ad Nauseam
18842,Assassin's Trophy
18843,Brain Freeze
18844,Brainstorm
18845,Cabal Ritual
18846,Chain of Vapor
18847,Dark Ritual
18848,Delay
18849,Demonic Consultation
18850,Dramatic Reversal
18851,Fierce Guardianship
18852,Force of Will
18853,Intuition
18854,Mana Drain
18855,Mystical Tutor
18856,Nature's Claim
18857,Noxious Revival
18858,Pact of Negation
18859,Rain of Filth
18860,Red Elemental Blast
18861,Snap
18862,Snapback
18863,Spell Pierce
18864,Stifle
18865,Tainted Pact
18866,Vampiric Tutor
18867,Veil of Summer
18868,Winds of Rebuke
18869,Worldly Tutor
18870,Arcane Signet
18871,Chrome Mox
18872,Dimir Signet
18873,Fellwar Stone
18874,Grim Monolith
18875,Lion's Eye Diamond
18876,Lotus Petal
18877,Mana Crypt
18878,Mana Vault
18879,Mox Diamond
18880,Mox Opal
18881,Sol Ring
18882,Talisman of Curiosity
18883,Talisman of Dominance
18884,Talisman of Indulgence
18885,Wishclaw Talisman
18886,Carpet of Flowers
18887,Mystic Remora
18888,Rhystic Study
18889,Sylvan Library
18890,Underworld Breach
18891,Ancient Tomb
18892,Arid Mesa
18893,Badlands
18894,Bayou
18895,Blood Crypt
18896,Bloodstained Mire
18897,Breeding Pool
18898,City of Brass
18899,Fiery Islet
18900,Flooded Strand
18901,Forbidden Orchard
18902,Mana Confluence
18903,Misty Rainforest
18904,Morphic Pool
18905,Overgrown Tomb
18906,Polluted Delta
18907,Scalding Tarn
18908,Snow-Covered Island
18909,Snow-Covered Swamp
18910,"Sygg, River Cutthroat"
18911,"Teferi, Master of Time"
18912,Brazen Borrower // Petty Theft
18913,Carrion Feeder
18914,Gray Merchant of Asphodel
18915,Hullbreacher
18916,"Mikaeus, the Unhallowed"
18917,Notion Thief
18918,Opposition Agent
18919,Phyrexian Delver
18920,Rot Hulk
18921,"Sidisi, Undead Vizier"
18922,Thassa's Oracle
18923,Buried Alive
18924,Collective Brutality
18925,Dark Petition
18926,Demonic Tutor
18927,Diabolic Intent
18928,Exhume
18929,Footsteps of the Goryo
18930,Gitaxian Probe
18931,Imperial Seal
18932,Persist
18933,Personal Tutor
18934,Reanimate
18935,Solve the Equation
18936,Unmarked Grave
18937,Windfall
18938,Brainstorm
18939,Cabal Ritual
18940,Chain of Vapor
18941,Dark Ritual
18942,Demonic Consultation
18943,Entomb
18944,Flusterstorm
18945,Force of Negation
18946,Force of Will
18947,Lim-Dûl's Vault
18948,Mental Misstep
18949,Miscast
18950,Mystical Tutor
18951,Pact of Negation
18952,Sacrifice
18953,Shallow Grave
18954,Snap
18955,Spell Pierce
18956,Swan Song
18957,Tainted Pact
18958,Vampiric Tutor
18959,Altar of Dementia
18960,Arcane Signet
18961,Chrome Mox
18962,Defense Grid
18963,Dimir Signet
18964,Fellwar Stone
18965,Grim Monolith
18966,Lion's Eye Diamond
18967,Lotus Petal
18968,Mana Crypt
18969,Mana Vault
18970,Mox Amber
18971,Mox Diamond
18972,Mox Opal
18973,Smuggler's Copter
18974,Sol Ring
18975,Talisman of Dominance
18976,Wishclaw Talisman
18977,Animate Dead
18978,Dance of the Dead
18979,Mystic Remora
18980,Necromancy
18981,Rhystic Study
18982,Ancient Tomb
18983,Bloodstained Mire
18984,City of Brass
18985,Clearwater Pathway
18986,Command Tower
18987,Darkslick Shores
18988,Exotic Orchard
18989,Flooded Strand
18990,Forbidden Orchard
18991,Gemstone Caverns
18992,Mana Confluence
18993,Marsh Flats
18994,Misty Rainforest
18995,Morphic Pool
18996,Peat Bog
18997,Polluted Delta
18998,Prismatic Vista
18999,Scalding Tarn
19000,Snow-Covered Island
19001,Snow-Covered Swamp
19002,Sunken Hollow
19003,Sunken Ruins
19004,Swamp
19005,Underground River
19006,Underground Sea
19007,"Urborg, Tomb of Yawgmoth"
19008,Verdant Catacombs
19009,Watery Grave
19010,Meren of Clan Nel Toth
19011,Apprentice Necromancer
19012,Arbor Elf
19013,Birds of Paradise
19014,Body Snatcher
19015,Carrion Feeder
19016,Caustic Caterpillar
19017,Collector Ouphe
19018,Dark Confidant
19019,Dauthi Voidwalker
19020,Deathrite Shaman
19021,Disciple of the Vault
19022,Elves of Deep Shadow
19023,Elvish Mystic
19024,Eternal Witness
19025,Fyndhorn Elves
19026,Lesser Masticore
19027,Llanowar Elves
19028,Manglehorn
19029,"Melira, Sylvok Outcast"
19030,Mindslicer
19031,Ohran Frostfang
19032,Opposition Agent
19033,Plaguecrafter
19034,Protean Hulk
19035,"Razaketh, the Foulblooded"
19036,Sylvan Safekeeper
19037,Viscera Seer
19038,"Yawgmoth, Thran Physician"
19039,Buried Alive
19040,Culling Ritual
19041,Demonic Tutor
19042,Diabolic Intent
19043,Eldritch Evolution
19044,Finale of Devastation
19045,Footsteps of the Goryo
19046,Green Sun's Zenith
19047,Imperial Seal
19048,Life // Death
19049,Reanimate
19050,Unmarked Grave
19051,Abrupt Decay
19052,Assassin's Trophy
19053,Culling the Weak
19054,Dark Ritual
19055,Entomb
19056,Plunge into Darkness
19057,Vampiric Tutor
19058,Veil of Summer
19059,Worldly Tutor
19060,Birthing Pod
19061,Chalice of the Void
19062,Chrome Mox
19063,Mana Crypt
19064,Mox Diamond
19065,Null Rod
19066,Skullclamp
19067,Sol Ring
19068,Animate Dead
19069,Carpet of Flowers
19070,Earthcraft
19071,Necromancy
19072,Necropotence
19073,Root Maze
19074,Squirrel Nest
19075,Survival of the Fittest
19076,Sylvan Library
19077,Utopia Sprawl
19078,Wild Growth
19079,Ancient Tomb
19080,Bayou
19081,Bloodstained Mire
19082,City of Brass
19083,Command Tower
19084,Darkbore Pathway
19085,Dryad Arbor
19086,Forest
19087,Gaea's Cradle
19088,Gemstone Caverns
19089,Llanowar Wastes
19090,Mana Confluence
19091,Marsh Flats
19092,Misty Rainforest
19093,Nurturing Peatland
19094,Overgrown Tomb
19095,Phyrexian Tower
19096,Polluted Delta
19097,Prismatic Vista
19098,Swamp
19099,"Yisan, the Wanderer Bard"
19100,Allosaurus Shepherd
19101,Arbor Elf
19102,Argothian Elder
19103,"Ashaya, Soul of the Wild"
19104,Bane of Progress
19105,Birds of Paradise
19106,Boreal Druid
19107,Circle of Dreams Druid
19108,Collector Ouphe
19109,Craterhoof Behemoth
19110,Destiny Spinner
19111,Elvish Mystic
19112,Endurance
19113,Eternal Witness
19114,Fyndhorn Elves
19115,Llanowar Elves
19116,Magus of the Candelabra
19117,Manglehorn
19118,Phyrexian Revoker
19119,Priest of Titania
19120,Quirion Ranger
19121,Reclamation Sage
19122,Regal Force
19123,Sakura-Tribe Scout
19124,Scavenging Ooze
19125,Scryb Ranger
19126,Seedborn Muse
19127,Sylvan Safekeeper
19128,Temur Sabertooth
19129,Thought-Knot Seer
19130,Ulvenwald Tracker
19131,Wirewood Symbiote
19132,Woodland Bellower
19133,Finale of Devastation
19134,Green Sun's Zenith
19135,Natural Order
19136,Sylvan Scrying
19137,Turntimber Symbiosis
19138,Ancient Animus
19139,Beast Within
19140,Chord of Calling
19141,Crop Rotation
19142,Force of Vigor
19143,Ram Through
19144,Veil of Summer
19145,Worldly Tutor
19146,Chalice of the Void
19147,Chrome Mox
19148,Jeweled Lotus
19149,Mana Crypt
19150,Mox Diamond
19151,Null Rod
19152,Sol Ring
19153,Sphere of Resistance
19154,Staff of Domination
19155,Tangle Wire
19156,Thorn of Amethyst
19157,Trinisphere
19158,Umbral Mantle
19159,Winter Orb
19160,Burgeoning
19161,Carpet of Flowers
19162,Exploration
19163,Root Maze
19164,Survival of the Fittest
19165,Sylvan Library
19166,Utopia Sprawl
19167,Wild Growth
19168,Ancient Tomb
19169,Castle Garenbrig
19170,Cavern of Souls
19171,Deserted Temple
19172,Emergence Zone
19173,Gaea's Cradle
19174,Gemstone Caverns
19175,Homeward Path
19176,Mouth of Ronom
19177,"Nykthos, Shrine to Nyx"
19178,"Zaxara, the Exemplary"
19179,"Narset, Parter of Veils"
19180,"Jace, Wielder of Mysteries"
19181,Arbor Elf
19182,Birds of Paradise
19183,Deathrite Shaman
19184,Elves of Deep Shadow
19185,Elvish Mystic
19186,Llanowar Elves
19187,Bloom Tender
19188,Dark Confidant
19189,Dauthi Voidwalker
19190,Destiny Spinner
19191,Gilded Drake
19192,"Kinnan, Bonder Prodigy"
19193,Sanctum Weaver
19194,Thassa's Oracle
19195,"Thrasios, Triton Hero"
19196,Hullbreacher
19197,Opposition Agent
19198,Gitaxian Probe
19199,Imperial Seal
19200,Demonic Tutor
19201,Finale of Devastation
19202,Neoform
19203,Grim Tutor
19204,Praetor's Grasp
19205,Solve the Equation
19206,Timetwister
19207,Toxic Deluge
19208,Windfall
19209,Yawgmoth's Will
19210,Pact of Negation
19211,Brainstorm
19212,Chain of Vapor
19213,Crop Rotation
19214,Demonic Consultation
19215,Flusterstorm
19216,Mental Misstep
19217,Mystical Tutor
19218,Noxious Revival
19219,Swan Song
19220,Vampiric Tutor
19221,Veil of Summer
19222,Abrupt Decay
19223,Assassin's Trophy
19224,Cyclonic Rift
19225,Delay
19226,Drown in the Loch
19227,Lim-Dûl's Vault
19228,Tainted Pact
19229,Blue Sun's Zenith
19230,Fierce Guardianship
19231,Force of Negation
19232,Ad Nauseam
19233,Force of Will
19234,Chrome Mox
19235,Mana Crypt
19236,Mox Diamond
19237,Sol Ring
19238,Arcane Signet
19239,Wishclaw Talisman
19240,Carpet of Flowers
19241,Mystic Remora
19242,Utopia Sprawl
19243,Wild Growth
19244,Sylvan Library
19245,Freed from the Real
19246,Necropotence
19247,Pemmin's Aura
19248,Rhystic Study
19249,Bayou
19250,Bloodstained Mire
19251,Breeding Pool
